,model,source,target,similarity
5834,Florian,058327,107949,0.219
5835,Florian,007155,160550,0.22
5836,Florian,088756,032808,0.236
5837,Florian,148498,071308,0.215
5838,Florian,063309,008305,0.22
5839,Florian,039625,066573,0.223
5840,Florian,153601,094256,0.201
5841,Florian,015887,123692,0.227
5842,Florian,164648,129924,0.217
5843,Florian,066457,097145,0.212
5844,Florian,023929,131836,0.222
5845,Florian,079077,182966,0.201
5846,Florian,014960,161032,0.222
5847,Florian,097376,103095,0.205
5848,Florian,026205,146148,0.202
5849,Florian,113053,130456,0.231
5850,Florian,080188,016074,0.227
5851,Florian,018907,142056,0.218
5852,Florian,067217,155740,0.22
5853,Florian,165008,068979,0.202
5854,Florian,152041,011934,0.21
5855,Florian,190190,116629,0.233
5856,Florian,038065,188699,0.209
5857,Florian,062549,059133,0.214
5858,Florian,055972,083236,0.222
5859,Florian,055500,010058,0.21
5860,Florian,006715,103382,0.203
5861,Florian,104978,056531,0.223
5862,Florian,182430,169964,0.207
5863,Florian,085171,128159,0.209
5864,Florian,017407,010528,0.209
5865,Florian,025310,186224,0.215
5866,Florian,110146,072261,0.203
5867,Florian,012359,177703,0.207
5868,Florian,181282,186133,0.21
5869,Florian,143353,038520,0.206
5870,Florian,098204,065542,0.233
5871,Florian,029377,020725,0.223
5872,Florian,102894,151549,0.243
5873,Florian,064302,170456,0.219
5874,Florian,009667,147708,0.236
5875,Florian,163643,007707,0.201
5876,Florian,005600,187480,0.211
5877,Florian,181525,146766,0.217
5878,Florian,181957,010671,0.219
5879,Florian,032649,070155,0.223
5880,Florian,143886,102286,0.234
5881,Florian,102341,200169,0.207
5882,Florian,086064,174862,0.237
5883,Florian,028945,150146,0.207
5884,Florian,099836,043811,0.204
5885,Florian,170204,049570,0.2
5886,Florian,028537,202473,0.228
5887,Florian,175928,125296,0.218
5888,Florian,077745,086953,0.205
5889,Florian,069282,124407,0.229
5890,Florian,049035,106444,0.204
5891,Florian,138288,081765,0.206
5892,Florian,095851,127838,0.212
5893,Florian,024550,165702,0.243
5894,Florian,095423,161821,0.224
5895,Florian,024922,019567,0.224
5896,Florian,016247,030071,0.231
5897,Florian,123011,005394,0.233
5898,Florian,192162,198184,0.203
5899,Florian,008780,137118,0.219
5900,Florian,036757,129447,0.221
5901,Florian,028290,199265,0.205
5902,Florian,103501,056626,0.215
5903,Florian,118798,171216,0.248
5904,Florian,180365,175390,0.225
5905,Florian,131216,011036,0.204
5906,Florian,069525,076179,0.215
5907,Florian,095384,049776,0.245
5908,Florian,150714,009826,0.225
5909,Florian,008027,083509,0.234
5910,Florian,052979,164344,0.237
5911,Florian,065930,008562,0.216
5912,Florian,152504,058121,0.201
5913,Florian,152976,055887,0.206
5914,Florian,089821,136764,0.22
5915,Florian,089453,006954,0.218
5916,Florian,038952,146677,0.246
5917,Florian,055045,070095,0.233
5918,Florian,182175,026457,0.225
5919,Florian,169958,043889,0.225
5920,Florian,018797,126622,0.207
5921,Florian,031219,027439,0.203
5922,Florian,101711,017634,0.215
5923,Florian,034935,087270,0.203
5924,Florian,136758,117069,0.207
5925,Florian,047997,064131,0.23
5926,Florian,085846,200450,0.208
5927,Florian,034547,150309,0.229
5928,Florian,121201,150527,0.223
5929,Florian,079940,087689,0.207
5930,Florian,190372,021074,0.23
5931,Florian,116248,148847,0.243
5932,Florian,113964,011791,0.201
5933,Florian,038287,060371,0.222
5934,Florian,140703,055996,0.21
5935,Florian,075927,063062,0.206
5936,Florian,006985,162597,0.206
5937,Florian,047242,073009,0.201
5938,Florian,085393,120490,0.204
5939,Florian,059785,006281,0.245
5940,Florian,172014,060177,0.205
5941,Florian,128538,051948,0.202
5942,Florian,084274,024302,0.218
5943,Florian,035307,168323,0.218
5944,Florian,132646,096412,0.239
5945,Florian,007410,037033,0.2
5946,Florian,054605,099920,0.204
5947,Florian,156868,175894,0.204
5948,Florian,161453,132786,0.209
5949,Florian,112883,128207,0.204
5950,Florian,088213,030973,0.245
5951,Florian,153344,087361,0.207
5952,Florian,191295,138784,0.202
5953,Florian,109668,124699,0.205
5954,Florian,066112,067140,0.209
5955,Florian,046870,095701,0.209
5956,Florian,019670,144794,0.226
5957,Florian,183092,033977,0.203
5958,Florian,010149,008910,0.212
5959,Florian,112356,003487,0.205
5960,Florian,096073,044853,0.204
5961,Florian,015617,029393,0.226
5962,Florian,191532,057875,0.213
5963,Florian,120833,111383,0.208
5964,Florian,103044,011597,0.207
5965,Florian,069060,061119,0.243
5966,Florian,004505,130889,0.204
5967,Florian,111996,189073,0.202
5968,Florian,060759,064565,0.206
5969,Florian,162546,099560,0.203
5970,Florian,170741,088917,0.207
5971,Florian,045517,057699,0.219
5972,Florian,045965,167057,0.201
5973,Florian,111243,174707,0.201
5974,Florian,095166,041409,0.217
5975,Florian,024015,008103,0.205
5976,Florian,016702,132496,0.215
5977,Florian,090638,108498,0.211
5978,Florian,123926,155651,0.204
5979,Florian,123554,112387,0.212
5980,Florian,179078,124710,0.202
5981,Florian,064647,145807,0.206
5982,Florian,166458,021272,0.205
5983,Florian,048497,082552,0.211
5984,Florian,163306,063844,0.23
5985,Florian,056150,186754,0.202
5986,Florian,068620,087700,0.202
5987,Florian,044882,176394,0.222
5988,Florian,086521,068778,0.222
5989,Florian,193267,068156,0.206
5990,Florian,094726,198095,0.21
5991,Florian,110871,112181,0.205
5992,Florian,110403,057407,0.233
5993,Florian,048330,009035,0.211
5994,Florian,143616,013302,0.208
5995,Florian,005890,129641,0.201
5996,Florian,076440,134293,0.216
5997,Florian,076832,102961,0.21
5998,Florian,044357,109415,0.231
5999,Florian,086286,022411,0.222
6000,Real,052233,052233,0.0
6001,Real,166701,166701,0.0
6002,Real,065736,065736,0.0
6003,Real,055773,055773,0.0
6004,Real,117339,117339,0.0
6005,Real,158184,158184,0.0
6006,Real,139508,139508,0.0
6007,Real,068241,068241,0.0
6008,Real,076807,076807,0.0
6009,Real,117789,117789,0.0
6010,Real,199301,199301,0.0
6011,Real,188220,188220,0.0
6012,Real,047618,047618,0.0
6013,Real,146444,146444,0.0
6014,Real,020634,020634,0.0
6015,Real,084468,084468,0.0
6016,Real,132725,132725,0.0
6017,Real,086265,086265,0.0
6018,Real,147166,147166,0.0
6019,Real,016033,016033,0.0
6020,Real,177814,177814,0.0
6021,Real,160691,160691,0.0
6022,Real,129673,129673,0.0
6023,Real,010968,010968,0.0
6024,Real,146216,146216,0.0
6025,Real,091611,091611,0.0
6026,Real,193371,193371,0.0
6027,Real,026707,026707,0.0
6028,Real,045131,045131,0.0
6029,Real,063263,063263,0.0
6030,Real,093144,093144,0.0
6031,Real,159016,159016,0.0
6032,Real,128387,128387,0.0
6033,Real,017750,017750,0.0
6034,Real,094471,094471,0.0
6035,Real,100627,100627,0.0
6036,Real,089930,089930,0.0
6037,Real,087239,087239,0.0
6038,Real,171256,171256,0.0
6039,Real,183624,183624,0.0
6040,Real,128483,128483,0.0
6041,Real,196322,196322,0.0
6042,Real,093922,093922,0.0
6043,Real,148956,148956,0.0
6044,Real,173099,173099,0.0
6045,Real,035264,035264,0.0
6046,Real,019133,019133,0.0
6047,Real,011546,011546,0.0
6048,Real,033854,033854,0.0
6049,Real,035444,035444,0.0
6050,Real,070548,070548,0.0
6051,Real,179279,179279,0.0
6052,Real,157339,157339,0.0
6053,Real,105409,105409,0.0
6054,Real,062824,062824,0.0
6055,Real,034909,034909,0.0
6056,Real,171552,171552,0.0
6057,Real,062161,062161,0.0
6058,Real,194585,194585,0.0
6059,Real,032724,032724,0.0
6060,Real,054713,054713,0.0
6061,Real,012866,012866,0.0
6062,Real,085711,085711,0.0
6063,Real,086348,086348,0.0
6064,Real,089317,089317,0.0
6065,Real,163839,163839,0.0
6066,Real,142011,142011,0.0
6067,Real,128429,128429,0.0
6068,Real,094146,094146,0.0
6069,Real,128033,128033,0.0
6070,Real,095002,095002,0.0
6071,Real,145923,145923,0.0
6072,Real,170238,170238,0.0
6073,Real,055681,055681,0.0
6074,Real,106782,106782,0.0
6075,Real,015238,015238,0.0
6076,Real,177813,177813,0.0
6077,Real,046333,046333,0.0
6078,Real,124435,124435,0.0
6079,Real,104159,104159,0.0
6080,Real,067643,067643,0.0
6081,Real,075347,075347,0.0
6082,Real,076589,076589,0.0
6083,Real,081840,081840,0.0
6084,Real,186677,186677,0.0
6085,Real,194135,194135,0.0
6086,Real,073853,073853,0.0
6087,Real,004652,004652,0.0
6088,Real,026825,026825,0.0
6089,Real,173110,173110,0.0
6090,Real,044994,044994,0.0
6091,Real,005012,005012,0.0
6092,Real,085716,085716,0.0
6093,Real,167133,167133,0.0
6094,Real,061006,061006,0.0
6095,Real,008635,008635,0.0
6096,Real,121124,121124,0.0
6097,Real,161248,161248,0.0
6098,Real,084778,084778,0.0
6099,Real,065579,065579,0.0
6100,Real,157600,157600,0.0
6101,Real,040117,040117,0.0
6102,Real,186785,186785,0.0
6103,Real,023443,023443,0.0
6104,Real,088525,088525,0.0
6105,Real,167927,167927,0.0
6106,Real,025206,025206,0.0
6107,Real,133884,133884,0.0
6108,Real,163603,163603,0.0
6109,Real,003278,003278,0.0
6110,Real,013698,013698,0.0
6111,Real,079487,079487,0.0
6112,Real,034161,034161,0.0
6113,Real,001085,001085,0.0
6114,Real,001170,001170,0.0
6115,Real,022790,022790,0.0
6116,Real,140325,140325,0.0
6117,Real,003688,003688,0.0
6118,Real,002375,002375,0.0
6119,Real,092539,092539,0.0
6120,Real,075223,075223,0.0
6121,Real,078754,078754,0.0
6122,Real,168739,168739,0.0
6123,Real,007822,007822,0.0
6124,Real,077654,077654,0.0
6125,Real,094929,094929,0.0
6126,Real,108875,108875,0.0
6127,Real,074037,074037,0.0
6128,Real,173869,173869,0.0
6129,Real,156667,156667,0.0
6130,Real,001331,001331,0.0
6131,Real,074329,074329,0.0
6132,Real,197330,197330,0.0
6133,Real,191487,191487,0.0
6134,Real,000614,000614,0.0
6135,Real,147858,147858,0.0
6136,Real,196612,196612,0.0
6137,Real,149543,149543,0.0
6138,Real,037815,037815,0.0
6139,Real,179450,179450,0.0
6140,Real,030277,030277,0.0
6141,Real,194016,194016,0.0
6142,Real,145472,145472,0.0
6143,Real,146332,146332,0.0
6144,Real,137246,137246,0.0
6145,Real,081435,081435,0.0
6146,Real,099878,099878,0.0
6147,Real,111824,111824,0.0
6148,Real,006341,006341,0.0
6149,Real,049187,049187,0.0
6150,Real,054693,054693,0.0
6151,Real,049158,049158,0.0
6152,Real,151128,151128,0.0
6153,Real,079030,079030,0.0
6154,Real,074851,074851,0.0
6155,Real,182553,182553,0.0
6156,Real,178445,178445,0.0
6157,Real,103129,103129,0.0
6158,Real,075967,075967,0.0
6159,Real,036923,036923,0.0
6160,Real,152812,152812,0.0
6161,Real,040429,040429,0.0
6162,Real,187320,187320,0.0
6163,Real,010802,010802,0.0
6164,Real,166532,166532,0.0
6165,Real,148304,148304,0.0
6166,Real,079900,079900,0.0
6167,Real,021247,021247,0.0
6168,Real,015681,015681,0.0
6169,Real,017102,017102,0.0
6170,Real,133578,133578,0.0
6171,Real,007160,007160,0.0
6172,Real,072833,072833,0.0
6173,Real,121594,121594,0.0
6174,Real,122747,122747,0.0
6175,Real,130816,130816,0.0
6176,Real,088138,088138,0.0
6177,Real,105699,105699,0.0
6178,Real,055811,055811,0.0
6179,Real,193648,193648,0.0
6180,Real,127871,127871,0.0
6181,Real,192363,192363,0.0
6182,Real,059639,059639,0.0
6183,Real,034823,034823,0.0
6184,Real,172303,172303,0.0
6185,Real,188587,188587,0.0
6186,Real,127019,127019,0.0
6187,Real,042929,042929,0.0
6188,Real,153061,153061,0.0
6189,Real,125452,125452,0.0
6190,Real,133661,133661,0.0
6191,Real,063836,063836,0.0
6192,Real,074487,074487,0.0
6193,Real,077931,077931,0.0
6194,Real,134382,134382,0.0
6195,Real,165380,165380,0.0
6196,Real,013950,013950,0.0
6197,Real,017511,017511,0.0
6198,Real,037247,037247,0.0
6199,Real,094251,094251,0.0
6200,Real,140570,140570,0.0
6201,Real,027913,027913,0.0
6202,Real,116979,116979,0.0
6203,Real,073669,073669,0.0
6204,Real,014017,014017,0.0
6205,Real,169608,169608,0.0
6206,Real,119288,119288,0.0
6207,Real,113987,113987,0.0
6208,Real,083625,083625,0.0
6209,Real,125117,125117,0.0
6210,Real,006089,006089,0.0
6211,Real,036951,036951,0.0
6212,Real,164142,164142,0.0
6213,Real,130070,130070,0.0
6214,Real,191665,191665,0.0
6215,Real,016162,016162,0.0
6216,Real,058312,058312,0.0
6217,Real,011115,011115,0.0
6218,Real,107045,107045,0.0
6219,Real,100942,100942,0.0
6220,Real,155990,155990,0.0
6221,Real,032965,032965,0.0
6222,Real,062900,062900,0.0
6223,Real,031056,031056,0.0
6224,Real,041835,041835,0.0
6225,Real,045922,045922,0.0
6226,Real,129788,129788,0.0
6227,Real,132021,132021,0.0
6228,Real,127529,127529,0.0
6229,Real,165829,165829,0.0
6230,Real,001338,001338,0.0
6231,Real,197841,197841,0.0
6232,Real,000668,000668,0.0
6233,Real,091506,091506,0.0
6234,Real,097674,097674,0.0
6235,Real,188800,188800,0.0
6236,Real,171287,171287,0.0
6237,Real,079507,079507,0.0
6238,Real,164898,164898,0.0
6239,Real,171134,171134,0.0
6240,Real,099639,099639,0.0
6241,Real,057786,057786,0.0
6242,Real,172511,172511,0.0
6243,Real,189311,189311,0.0
6244,Real,168971,168971,0.0
6245,Real,159196,159196,0.0
6246,Real,106753,106753,0.0
6247,Real,049413,049413,0.0
6248,Real,062271,062271,0.0
6249,Real,012362,012362,0.0
6250,Real,073828,073828,0.0
6251,Real,162457,162457,0.0
6252,Real,177461,177461,0.0
6253,Real,107487,107487,0.0
6254,Real,119926,119926,0.0
6255,Real,075398,075398,0.0
6256,Real,148139,148139,0.0
6257,Real,109770,109770,0.0
6258,Real,001786,001786,0.0
6259,Real,079617,079617,0.0
6260,Real,060376,060376,0.0
6261,Real,154063,154063,0.0
6262,Real,014065,014065,0.0
6263,Real,168380,168380,0.0
6264,Real,019372,019372,0.0
6265,Real,025821,025821,0.0
6266,Real,028792,028792,0.0
6267,Real,185690,185690,0.0
6268,Real,148435,148435,0.0
6269,Real,086893,086893,0.0
6270,Real,161684,161684,0.0
6271,Real,045282,045282,0.0
6272,Real,195906,195906,0.0
6273,Real,022451,022451,0.0
6274,Real,117083,117083,0.0
6275,Real,182695,182695,0.0
6276,Real,005550,005550,0.0
6277,Real,134095,134095,0.0
6278,Real,071604,071604,0.0
6279,Real,172440,172440,0.0
6280,Real,078349,078349,0.0
6281,Real,097177,097177,0.0
6282,Real,122798,122798,0.0
6283,Real,121151,121151,0.0
6284,Real,011277,011277,0.0
6285,Real,097440,097440,0.0
6286,Real,172722,172722,0.0
6287,Real,157393,157393,0.0
6288,Real,023088,023088,0.0
6289,Real,059307,059307,0.0
6290,Real,083312,083312,0.0
6291,Real,174419,174419,0.0
6292,Real,041449,041449,0.0
6293,Real,085342,085342,0.0
6294,Real,127804,127804,0.0
6295,Real,086561,086561,0.0
6296,Real,097343,097343,0.0
6297,Real,166423,166423,0.0
6298,Real,097435,097435,0.0
6299,Real,031879,031879,0.0
6300,Real,106838,106838,0.0
6301,Real,105989,105989,0.0
6302,Real,015500,015500,0.0
6303,Real,053959,053959,0.0
6304,Real,123172,123172,0.0
6305,Real,199257,199257,0.0
6306,Real,002803,002803,0.0
6307,Real,040668,040668,0.0
6308,Real,158999,158999,0.0
6309,Real,035831,035831,0.0
6310,Real,198590,198590,0.0
6311,Real,160925,160925,0.0
6312,Real,148054,148054,0.0
6313,Real,147487,147487,0.0
6314,Real,136957,136957,0.0
6315,Real,047092,047092,0.0
6316,Real,142265,142265,0.0
6317,Real,128883,128883,0.0
6318,Real,095932,095932,0.0
6319,Real,010109,010109,0.0
6320,Real,108762,108762,0.0
6321,Real,062823,062823,0.0
6322,Real,144820,144820,0.0
6323,Real,190876,190876,0.0
6324,Real,062790,062790,0.0
6325,Real,096827,096827,0.0
6326,Real,150398,150398,0.0
6327,Real,188252,188252,0.0
6328,Real,065615,065615,0.0
6329,Real,140111,140111,0.0
6330,Real,006514,006514,0.0
6331,Real,038670,038670,0.0
6332,Real,109380,109380,0.0
6333,Real,179791,179791,0.0
6334,Real,017449,017449,0.0
6335,Real,179901,179901,0.0
6336,Real,066368,066368,0.0
6337,Real,130153,130153,0.0
6338,Real,108699,108699,0.0
6339,Real,130360,130360,0.0
6340,Real,091270,091270,0.0
6341,Real,181848,181848,0.0
6342,Real,115901,115901,0.0
6343,Real,030004,030004,0.0
6344,Real,071585,071585,0.0
6345,Real,187975,187975,0.0
6346,Real,172606,172606,0.0
6347,Real,173358,173358,0.0
6348,Real,027805,027805,0.0
6349,Real,120408,120408,0.0
6350,Real,108400,108400,0.0
6351,Real,070184,070184,0.0
6352,Real,050966,050966,0.0
6353,Real,159198,159198,0.0
6354,Real,094148,094148,0.0
6355,Real,088408,088408,0.0
6356,Real,156388,156388,0.0
6357,Real,075495,075495,0.0
6358,Real,104316,104316,0.0
6359,Real,138056,138056,0.0
6360,Real,031250,031250,0.0
6361,Real,039824,039824,0.0
6362,Real,087796,087796,0.0
6363,Real,010087,010087,0.0
6364,Real,099520,099520,0.0
6365,Real,175603,175603,0.0
6366,Real,152157,152157,0.0
6367,Real,043940,043940,0.0
6368,Real,143417,143417,0.0
6369,Real,067870,067870,0.0
6370,Real,003231,003231,0.0
6371,Real,019287,019287,0.0
6372,Real,182954,182954,0.0
6373,Real,082637,082637,0.0
6374,Real,116579,116579,0.0
6375,Real,115465,115465,0.0
6376,Real,172759,172759,0.0
6377,Real,067585,067585,0.0
6378,Real,087850,087850,0.0
6379,Real,150101,150101,0.0
6380,Real,051501,051501,0.0
6381,Real,170657,170657,0.0
6382,Real,021869,021869,0.0
6383,Real,002920,002920,0.0
6384,Real,029345,029345,0.0
6385,Real,153284,153284,0.0
6386,Real,165117,165117,0.0
6387,Real,159405,159405,0.0
6388,Real,081082,081082,0.0
6389,Real,133852,133852,0.0
6390,Real,034369,034369,0.0
6391,Real,043706,043706,0.0
6392,Real,071631,071631,0.0
6393,Real,110492,110492,0.0
6394,Real,110912,110912,0.0
6395,Real,089124,089124,0.0
6396,Real,195999,195999,0.0
6397,Real,095863,095863,0.0
6398,Real,050109,050109,0.0
6399,Real,112249,112249,0.0
6400,Real,118541,118541,0.0
6401,Real,001260,001260,0.0
6402,Real,182477,182477,0.0
6403,Real,155314,155314,0.0
6404,Real,033669,033669,0.0
6405,Real,197213,197213,0.0
6406,Real,010842,010842,0.0
6407,Real,168852,168852,0.0
6408,Real,024433,024433,0.0
6409,Real,191610,191610,0.0
6410,Real,077157,077157,0.0
6411,Real,103245,103245,0.0
6412,Real,173162,173162,0.0
6413,Real,099803,099803,0.0
6414,Real,078340,078340,0.0
6415,Real,182636,182636,0.0
6416,Real,164757,164757,0.0
6417,Real,140047,140047,0.0
6418,Real,168275,168275,0.0
6419,Real,119603,119603,0.0
6420,Real,090966,090966,0.0
6421,Real,143687,143687,0.0
6422,Real,151161,151161,0.0
6423,Real,112936,112936,0.0
6424,Real,192685,192685,0.0
6425,Real,150915,150915,0.0
6426,Real,105220,105220,0.0
6427,Real,038560,038560,0.0
6428,Real,053171,053171,0.0
6429,Real,061595,061595,0.0
6430,Real,159374,159374,0.0
6431,Real,084123,084123,0.0
6432,Real,176012,176012,0.0
6433,Real,110349,110349,0.0
6434,Real,085550,085550,0.0
6435,Real,008925,008925,0.0
6436,Real,149544,149544,0.0
6437,Real,063431,063431,0.0
6438,Real,159288,159288,0.0
6439,Real,187610,187610,0.0
6440,Real,142636,142636,0.0
6441,Real,186567,186567,0.0
6442,Real,099984,099984,0.0
6443,Real,036193,036193,0.0
6444,Real,067928,067928,0.0
6445,Real,022572,022572,0.0
6446,Real,201064,201064,0.0
6447,Real,100792,100792,0.0
6448,Real,051791,051791,0.0
6449,Real,141899,141899,0.0
6450,Real,103546,103546,0.0
6451,Real,062907,062907,0.0
6452,Real,201712,201712,0.0
6453,Real,053285,053285,0.0
6454,Real,043244,043244,0.0
6455,Real,097898,097898,0.0
6456,Real,093131,093131,0.0
6457,Real,185699,185699,0.0
6458,Real,140731,140731,0.0
6459,Real,008377,008377,0.0
6460,Real,089325,089325,0.0
6461,Real,032756,032756,0.0
6462,Real,200417,200417,0.0
6463,Real,193303,193303,0.0
6464,Real,139112,139112,0.0
6465,Real,120305,120305,0.0
6466,Real,196853,196853,0.0
6467,Real,022271,022271,0.0
6468,Real,123727,123727,0.0
6469,Real,187773,187773,0.0
6470,Real,003360,003360,0.0
6471,Real,013647,013647,0.0
6472,Real,079161,079161,0.0
6473,Real,054876,054876,0.0
6474,Real,159521,159521,0.0
6475,Real,135374,135374,0.0
6476,Real,140821,140821,0.0
6477,Real,033485,033485,0.0
6478,Real,102982,102982,0.0
6479,Real,122481,122481,0.0
6480,Real,069433,069433,0.0
6481,Real,114016,114016,0.0
6482,Real,201198,201198,0.0
6483,Real,011616,011616,0.0
6484,Real,194064,194064,0.0
6485,Real,113809,113809,0.0
6486,Real,185765,185765,0.0
6487,Real,020956,020956,0.0
6488,Real,058369,058369,0.0
6489,Real,144745,144745,0.0
6490,Real,109412,109412,0.0
6491,Real,155997,155997,0.0
6492,Real,123109,123109,0.0
6493,Real,202499,202499,0.0
6494,Real,071636,071636,0.0
6495,Real,112232,112232,0.0
6496,Real,135397,135397,0.0
6497,Real,078831,078831,0.0
6498,Real,198230,198230,0.0
6499,Real,144536,144536,0.0
6500,Real,172331,172331,0.0
6501,Real,145013,145013,0.0
6502,Real,199643,199643,0.0
6503,Real,145014,145014,0.0
6504,Real,161151,161151,0.0
6505,Real,078347,078347,0.0
6506,Real,170790,170790,0.0
6507,Real,110436,110436,0.0
6508,Real,164392,164392,0.0
6509,Real,047450,047450,0.0
6510,Real,176841,176841,0.0
6511,Real,134425,134425,0.0
6512,Real,087888,087888,0.0
6513,Real,064434,064434,0.0
6514,Real,041212,041212,0.0
6515,Real,038025,038025,0.0
6516,Real,043863,043863,0.0
6517,Real,013565,013565,0.0
6518,Real,076524,076524,0.0
6519,Real,089945,089945,0.0
6520,Real,181789,181789,0.0
6521,Real,153589,153589,0.0
6522,Real,007747,007747,0.0
6523,Real,141780,141780,0.0
6524,Real,112364,112364,0.0
6525,Real,189944,189944,0.0
6526,Real,148409,148409,0.0
6527,Real,062113,062113,0.0
6528,Real,142250,142250,0.0
6529,Real,189235,189235,0.0
6530,Real,127289,127289,0.0
6531,Real,099630,099630,0.0
6532,Real,045698,045698,0.0
6533,Real,070999,070999,0.0
6534,Real,155361,155361,0.0
6535,Real,044736,044736,0.0
6536,Real,133165,133165,0.0
6537,Real,200822,200822,0.0
6538,Real,176406,176406,0.0
6539,Real,102870,102870,0.0
6540,Real,175346,175346,0.0
6541,Real,060765,060765,0.0
6542,Real,108170,108170,0.0
6543,Real,060558,060558,0.0
6544,Real,043292,043292,0.0
6545,Real,040883,040883,0.0
6546,Real,025426,025426,0.0
6547,Real,187278,187278,0.0
6548,Real,116615,116615,0.0
6549,Real,023768,023768,0.0
6550,Real,047747,047747,0.0
6551,Real,196158,196158,0.0
6552,Real,120649,120649,0.0
6553,Real,195533,195533,0.0
6554,Real,164193,164193,0.0
6555,Real,030623,030623,0.0
6556,Real,090837,090837,0.0
6557,Real,125626,125626,0.0
6558,Real,118658,118658,0.0
6559,Real,182063,182063,0.0
6560,Real,122486,122486,0.0
6561,Real,177704,177704,0.0
6562,Real,033795,033795,0.0
6563,Real,038605,038605,0.0
6564,Real,195709,195709,0.0
6565,Real,166996,166996,0.0
6566,Real,154089,154089,0.0
6567,Real,033388,033388,0.0
6568,Real,075844,075844,0.0
6569,Real,137542,137542,0.0
6570,Real,090678,090678,0.0
6571,Real,029029,029029,0.0
6572,Real,129759,129759,0.0
6573,Real,003863,003863,0.0
6574,Real,128793,128793,0.0
6575,Real,115658,115658,0.0
6576,Real,174574,174574,0.0
6577,Real,201286,201286,0.0
6578,Real,135348,135348,0.0
6579,Real,189318,189318,0.0
6580,Real,136873,136873,0.0
6581,Real,194926,194926,0.0
6582,Real,183772,183772,0.0
6583,Real,135727,135727,0.0
6584,Real,007888,007888,0.0
6585,Real,160711,160711,0.0
6586,Real,053067,053067,0.0
6587,Real,050755,050755,0.0
6588,Real,098360,098360,0.0
6589,Real,171141,171141,0.0
6590,Real,128904,128904,0.0
6591,Real,081849,081849,0.0
6592,Real,172964,172964,0.0
6593,Real,045143,045143,0.0
6594,Real,184006,184006,0.0
6595,Real,083411,083411,0.0
6596,Real,142018,142018,0.0
6597,Real,163333,163333,0.0
6598,Real,121365,121365,0.0
6599,Real,028861,028861,0.0
6600,Real,120138,120138,0.0
6601,Real,070237,070237,0.0
6602,Real,043236,043236,0.0
6603,Real,154913,154913,0.0
6604,Real,170996,170996,0.0
6605,Real,028743,028743,0.0
6606,Real,189543,189543,0.0
6607,Real,045919,045919,0.0
6608,Real,155541,155541,0.0
6609,Real,147741,147741,0.0
6610,Real,090219,090219,0.0
6611,Real,077247,077247,0.0
6612,Real,095686,095686,0.0
6613,Real,097054,097054,0.0
6614,Real,101848,101848,0.0
6615,Real,002476,002476,0.0
6616,Real,060142,060142,0.0
6617,Real,119928,119928,0.0
6618,Real,071288,071288,0.0
6619,Real,008698,008698,0.0
6620,Real,066129,066129,0.0
6621,Real,029562,029562,0.0
6622,Real,021311,021311,0.0
6623,Real,049942,049942,0.0
6624,Real,031802,031802,0.0
6625,Real,200707,200707,0.0
6626,Real,166077,166077,0.0
6627,Real,041260,041260,0.0
6628,Real,010024,010024,0.0
6629,Real,011611,011611,0.0
6630,Real,131983,131983,0.0
6631,Real,125668,125668,0.0
6632,Real,163089,163089,0.0
6633,Real,083596,083596,0.0
6634,Real,087573,087573,0.0
6635,Real,186086,186086,0.0
6636,Real,181393,181393,0.0
6637,Real,030624,030624,0.0
6638,Real,034320,034320,0.0
6639,Real,019478,019478,0.0
6640,Real,076690,076690,0.0
6641,Real,178262,178262,0.0
6642,Real,023332,023332,0.0
6643,Real,126774,126774,0.0
6644,Real,201257,201257,0.0
6645,Real,125829,125829,0.0
6646,Real,167529,167529,0.0
6647,Real,200997,200997,0.0
6648,Real,158546,158546,0.0
6649,Real,012683,012683,0.0
6650,Real,164440,164440,0.0
6651,Real,184207,184207,0.0
6652,Real,185807,185807,0.0
6653,Real,098416,098416,0.0
6654,Real,086100,086100,0.0
6655,Real,113875,113875,0.0
6656,Real,136981,136981,0.0
6657,Real,145137,145137,0.0
6658,Real,031985,031985,0.0
6659,Real,079619,079619,0.0
6660,Real,048609,048609,0.0
6661,Real,168737,168737,0.0
6662,Real,021008,021008,0.0
6663,Real,116163,116163,0.0
6664,Real,093649,093649,0.0
6665,Real,118933,118933,0.0
6666,Real,055864,055864,0.0
6667,Real,019251,019251,0.0
6668,Real,009124,009124,0.0
6669,Real,161310,161310,0.0
6670,Real,157607,157607,0.0
6671,Real,046839,046839,0.0
6672,Real,137771,137771,0.0
6673,Real,003741,003741,0.0
6674,Real,176801,176801,0.0
6675,Real,100853,100853,0.0
6676,Real,113220,113220,0.0
6677,Real,115810,115810,0.0
6678,Real,170591,170591,0.0
6679,Real,084414,084414,0.0
6680,Real,060255,060255,0.0
6681,Real,112008,112008,0.0
6682,Real,132516,132516,0.0
6683,Real,159301,159301,0.0
6684,Real,099677,099677,0.0
6685,Real,063264,063264,0.0
6686,Real,105719,105719,0.0
6687,Real,093379,093379,0.0
6688,Real,096976,096976,0.0
6689,Real,035753,035753,0.0
6690,Real,015816,015816,0.0
6691,Real,045176,045176,0.0
6692,Real,128420,128420,0.0
6693,Real,095596,095596,0.0
6694,Real,126686,126686,0.0
6695,Real,100468,100468,0.0
6696,Real,098540,098540,0.0
